step,eval_return
10000,113.76072176415536
20000,74.91888117373159
30000,78.7037869969384
40000,154.79892181793159
50000,113.62832405840882
60000,164.81354275635996
70000,113.52908542616294
80000,137.52657591768303
90000,220.6523425167069
100000,175.01009830200263
110000,530.2259692894529
120000,283.9695892747584
130000,334.4700458883146
140000,205.4338913686641
150000,455.20544061998515
160000,325.93692305058295
170000,339.48715992992294
180000,337.59479318749845
190000,369.0404121762033
200000,437.4394552869011
210000,433.00133133037696
220000,724.8416803787834
230000,958.1181839207673
240000,140.91441808109272
250000,511.84997478231907
260000,923.4038582244709
270000,550.5579583299226
280000,1038.3475411964343
290000,868.1660073877465
300000,1154.8866322683477
310000,689.3278460532956
320000,915.6002828125835
330000,2633.512398244367
340000,2066.910656902747
350000,1325.7701317538704
360000,548.8557555947966
370000,790.4323542129769
380000,1882.351515489387
390000,1022.4849208998282
400000,2195.7421917204474
410000,1687.759643556365
420000,2084.983280392985
430000,1618.7557383791764
440000,2009.0842069220519
450000,603.2188246911962
460000,2625.9881643572216
470000,626.0229753321391
480000,3171.250084791477
490000,1939.1506046997615
500000,933.0319886015884
