step,eval_return
10000,35.32511558013685
20000,24.726237916719768
30000,-17.839511986778906
40000,-32.61405022772831
50000,215.69995525595587
60000,331.6957165828934
70000,-56.19689119705354
80000,7.547832789562295
90000,152.3488330130481
100000,83.42859807540826
110000,57.86039173347808
120000,177.81075520838903
130000,-68.90399126870679
140000,384.65671838152764
150000,292.15284633312075
160000,134.90047237079813
170000,179.42762877657213
180000,246.35080984130656
190000,362.5306093120299
200000,534.5943027537935
210000,418.150102171811
220000,4.499249401330289
230000,215.08275847414134
240000,192.43048179271193
250000,282.3216036477901
260000,723.4039490311393
270000,1180.7465513525153
280000,911.7806637535814
290000,1663.4344956731795
300000,1029.4867850263518
310000,2002.9254143707572
320000,1836.1061744811718
330000,1241.4393123117613
340000,762.0556113642439
350000,1334.7671741974998
360000,1345.0307205925722
370000,990.8575711183712
380000,1170.585109547449
390000,370.906521970651
400000,1525.2206672182554
410000,931.537962059813
420000,1394.0790421123968
430000,725.9334183933046
440000,1884.8252730073013
450000,1368.3147412916744
460000,2673.678104418349
470000,2463.3799433140002
480000,1950.5003334820187
490000,1675.2156238526525
500000,1132.3954893310522
