step,eval_return
10000,301.4666651375545
20000,73.09460412895201
30000,-11.472444790382898
40000,-95.33298677791107
50000,-25.87780990077969
60000,231.98207278359124
70000,246.8818597953072
80000,94.43832422513329
90000,-44.06131368580082
100000,1.3259745684736055
110000,127.82502706660355
120000,173.6012121925973
130000,310.83642688277223
140000,185.2112958950509
150000,460.24226744234966
160000,386.5563599864483
170000,227.7130290989291
180000,271.75390595175026
190000,281.6441605654571
200000,360.985950881871
210000,662.8785620170505
220000,505.6417202296205
230000,405.0977500884272
240000,387.5639755724803
250000,721.0270682964789
260000,413.3855804366452
270000,669.6045403786711
280000,549.7374503108857
290000,587.9473824945406
300000,284.82792212288354
310000,850.0062884794988
320000,793.4049072024842
330000,2202.9478848501867
340000,604.6718045609232
350000,1112.335246440601
360000,1666.2386615721953
370000,915.5386152182731
380000,923.0937936114351
390000,856.3722372952864
400000,2038.4253307588795
410000,1176.8450204873004
420000,1214.9306206687904
430000,715.197621866207
440000,999.4790027164876
450000,2362.318488775296
460000,2346.6994356311834
470000,1848.2932639796577
480000,1485.9438361986834
490000,3092.0030837531635
500000,3144.061772378862
