step,eval_return
10000,165.81127844770498
20000,162.90668031511075
30000,172.49414339926565
40000,225.7228275857091
50000,1017.1708971253416
60000,984.3430483027072
70000,1043.9687594378113
80000,1017.3493846638303
90000,707.1218804747259
100000,461.0452309671688
110000,1027.8188367143853
120000,1050.601247134079
130000,479.9715761426161
140000,1050.5854124285793
150000,430.22862635687534
160000,461.56778099966124
170000,445.1269892621822
180000,409.88310669905877
190000,417.3123049767255
200000,414.1457164227434
210000,395.7178822490406
220000,419.0509947764489
230000,370.4628888774265
240000,385.25444467720786
250000,355.7944915506404
260000,361.0668414873413
270000,369.50722685511374
280000,363.1461779761531
290000,352.1667427350286
300000,359.6979899812641
310000,367.5703753791878
320000,378.9526166283453
330000,389.004544315202
340000,384.13687096487564
350000,407.5541833545692
360000,358.1296146665006
370000,760.6076475273592
380000,624.7588687474233
390000,603.1638030058773
400000,864.2891503727049
410000,779.8049606279334
420000,931.121120165225
430000,2031.5337018335078
440000,973.9593460388403
450000,307.11401629940895
460000,772.8423064141241
470000,1022.3521981134618
480000,784.6261508119139
490000,1609.2160530539768
500000,708.8034063427242
