step,eval_return
10000,220.8560973930674
20000,-9.86566108967094
30000,19.637273542252984
40000,290.04495103241635
50000,246.4740941890906
60000,286.951834781588
70000,241.18898011106802
80000,385.8445763065043
90000,531.5336280073991
100000,334.2862413495334
110000,434.60636540861077
120000,515.3929122221003
130000,717.8826573171348
140000,811.0816173649804
150000,719.3026352129041
160000,676.275213948703
170000,702.4220698298852
180000,673.3669248019598
190000,688.1808558517852
200000,1010.720961986666
210000,671.8570000096468
220000,723.6031040362222
230000,1052.0920218117456
240000,1103.5856929682845
250000,962.0731380687439
260000,823.8266978062389
270000,939.6776378108343
280000,726.23657566506
290000,1082.7879471998915
300000,880.4461682234707
310000,812.9470910903161
320000,859.4868806438951
330000,799.0448120810381
340000,789.935348107092
350000,1105.2071695220297
360000,735.5018592585778
370000,852.6270374437984
380000,884.1713824563801
390000,899.8938064428679
400000,838.0326433323638
410000,798.3001005044625
420000,893.5932801820588
430000,771.8253490690748
440000,781.9555777817174
450000,798.0604416707598
460000,886.0210043331566
470000,828.8369490590263
480000,826.0647948176295
490000,863.6919387163264
500000,858.3334675955659
