step,eval_return
10000,63.0076497600301
20000,73.95254693529299
30000,38.26282241963197
40000,235.75228602855685
50000,169.03329050400518
60000,96.37705730737646
70000,170.0165713683234
80000,416.47191375623163
90000,376.20013952954025
100000,524.888434778119
110000,234.9900489786308
120000,378.32693848977135
130000,339.5544592805649
140000,159.40809840599442
150000,381.20399876720137
160000,525.6015532635043
170000,259.37909843494515
180000,311.47627532691445
190000,372.7576455370352
200000,508.58778883281377
210000,257.7699960186286
220000,281.9789633273769
230000,413.5117126367674
240000,249.3721539129189
250000,363.759934321171
260000,432.27316913201173
270000,457.7086038677203
280000,637.1133899332168
290000,1080.6124313132082
300000,630.8456713933343
310000,1074.6716483468447
320000,628.5696699765627
330000,1726.456961665545
340000,447.7905182462782
350000,1120.7986984924328
360000,2269.7293631455823
370000,1588.1766851933157
380000,3171.0028010773754
390000,4072.932914012859
400000,3386.351356667075
410000,2834.0757915033346
420000,2762.31112504283
430000,3771.0554028791275
440000,3303.9839574852203
450000,4196.22691792717
460000,3395.4188183865276
470000,4206.842783187587
480000,4320.406708020188
490000,4447.319467718572
500000,4636.713256187841
