step,eval_return
10000,61.23890223628841
20000,167.5514285567777
30000,178.03466418498925
40000,421.11503492219197
50000,310.03698993720553
60000,958.9118612135699
70000,1040.0464080143342
80000,1027.1515192934996
90000,1015.7603880343644
100000,1048.0242940138662
110000,695.4054212044981
120000,1037.4295163082343
130000,661.4393561549845
140000,442.09848491630953
150000,1001.8023276892333
160000,1055.4725659484777
170000,602.262312957603
180000,384.2285552908088
190000,289.4441341197538
200000,309.2540741798804
210000,325.6480971613104
220000,317.0880952025143
230000,324.4378586874322
240000,544.8712335894868
250000,580.6164925376257
260000,555.2054805768028
270000,494.67147343850866
280000,732.8559668296045
290000,890.433688010844
300000,605.3308639985178
310000,1276.0776275357464
320000,717.4109235536714
330000,1002.7595136705589
340000,1047.9845864501613
350000,1073.9507663148743
360000,1650.2591412224406
370000,2373.5935687743395
380000,2651.0662927585154
390000,1059.2625698547586
400000,2586.5924513238024
410000,1951.015580897393
420000,3030.953633161812
430000,1406.2193385839255
440000,1062.5161900106564
450000,2102.3879306850754
460000,2984.6569128755027
470000,2510.2494932907325
480000,3217.7360872349836
490000,2890.2777033157618
500000,3276.562836027573
