step,eval_return
10000,-542.4013655624658
20000,-560.2704276213856
30000,-394.44968366756177
40000,958.0238439082495
50000,786.9980519963015
60000,1420.8891164352121
70000,3266.2338119081946
80000,3457.1761270387383
90000,3219.3765786261492
100000,2385.6153449199383
110000,4216.377765293111
120000,4230.911548993806
130000,4156.593457185508
140000,4347.1264047244495
150000,4461.437238331948
160000,4542.470301470852
170000,4684.042081006495
180000,4567.617385941738
190000,4775.612518989195
200000,4532.987035742175
210000,4141.714169450029
220000,4846.792326937148
230000,5261.633127133848
240000,4738.357910087407
250000,4998.737274852642
260000,5130.083086283788
270000,5434.621302877592
280000,5251.830593777154
290000,5395.37229439254
300000,4899.122958107212
310000,5529.342048113478
320000,5568.239004612462
330000,5633.440461733254
340000,5817.829521525593
350000,5772.53122270089
360000,5669.156090261627
370000,5764.4194225938045
380000,5688.285070374771
390000,5730.4152332935
400000,5753.937012587517
410000,5798.277143812142
420000,5838.135968127448
430000,5700.8167983699805
440000,5805.63800721194
450000,5804.582033624471
460000,5887.112034113283
470000,5873.058464232336
480000,5669.836413867424
490000,5667.78249457581
500000,5671.74695583497
