step,eval_return
10000,113.43038835153725
20000,142.5282326624757
30000,211.15484222017935
40000,985.4301917451769
50000,233.23110112021345
60000,195.1981261206471
70000,448.4019200953756
80000,309.86427314172283
90000,1191.2933891739972
100000,447.72476598650184
110000,254.11071349013673
120000,266.41430069959563
130000,302.6340304820918
140000,227.15578192384822
150000,593.6773008152218
160000,905.5434740290324
170000,672.5134583044455
180000,996.2979323468675
190000,321.5715848610656
200000,692.858974009434
210000,643.5573772468093
220000,1033.754913818562
230000,344.94052663807133
240000,398.4634219645718
250000,109.16411485671013
260000,1808.2212065929082
270000,928.5189234910844
280000,1712.4835942454872
290000,770.4617041834242
300000,233.23534663033016
310000,310.04891967135836
320000,2569.5534459081746
330000,1527.4362163611145
340000,425.1054203922363
350000,198.36707809058242
360000,2420.5707701366578
370000,1796.7347718983751
380000,915.5328870451116
390000,1066.7590563059534
400000,1281.5250373343729
410000,1075.748270729076
420000,1881.4124256521675
430000,2454.829703901686
440000,2274.3147926510746
450000,875.1194300536293
460000,1614.2480025932432
470000,2546.2069636461774
480000,2360.595961200149
490000,1017.2049161326495
500000,1031.1298140055771
