step,eval_return
10000,-30.697736922200033
20000,60.01574177884852
30000,15.727143011506508
40000,233.25651968241056
50000,396.52551929927847
60000,422.13335576283936
70000,324.2614577977729
80000,1111.0240564165783
90000,942.6164681324802
100000,480.8511077150977
110000,424.02420980291737
120000,522.3824096675968
130000,828.48196443041
140000,710.2848103624906
150000,529.5263117402662
160000,1194.926697001093
170000,753.0380621103922
180000,587.35669646264
190000,482.2407077279877
200000,501.731646610354
210000,447.6393583565773
220000,1551.6843883949816
230000,1093.2182445310068
240000,1469.9494808097093
250000,1986.2345739308626
260000,2879.3456914997814
270000,1337.7062962942182
280000,2779.426376950585
290000,3158.8172938064995
300000,2752.736222681622
310000,3120.7732033394036
320000,2945.161068416938
330000,3225.2859995087274
340000,3437.063935516293
350000,3124.6972764221623
360000,3363.7105378238157
370000,3365.557883782881
380000,3312.5704590876676
390000,3326.1188734726384
400000,3390.138999094112
410000,3477.5341578267617
420000,2942.3762611419165
430000,3236.4190642223743
440000,3524.0343379133287
450000,3513.7810234791455
460000,3454.941477917621
470000,3490.604223762515
480000,3375.6665783628982
490000,3400.6002556433245
500000,3679.960682703385
