step,eval_return
10000,114.85433228170896
20000,160.6954040718411
30000,202.44055338574267
40000,183.90977839202276
50000,232.6168408424911
60000,1023.1610714117824
70000,356.7003209497781
80000,228.52187388815884
90000,52.907142367862114
100000,399.62292522782525
110000,162.84340535987457
120000,256.91052957295426
130000,776.5095388396654
140000,503.4718277932584
150000,1184.6926313607735
160000,178.4526443584993
170000,999.5005599244876
180000,1404.814474637546
190000,894.9985656319939
200000,524.1811607487566
210000,1092.9707236517402
220000,160.2480542353067
230000,1049.3442062188328
240000,1719.7027531939505
250000,1245.3417060687377
260000,1777.4362972007016
270000,1092.9300209190174
280000,1463.0944644858453
290000,1916.3644065587687
300000,1069.0872530591555
310000,1333.2408387234925
320000,1365.1006147335443
330000,247.09045647116523
340000,2590.898739607618
350000,232.5248534037763
360000,1962.2481598795086
370000,2919.538716950875
380000,1423.0051263559494
390000,2574.728655724022
400000,1928.0634653168247
410000,2769.4375050750264
420000,2767.27489469699
430000,2671.6701096329925
440000,2175.6853480610876
450000,1051.0039998478023
460000,596.1117992381244
470000,1324.0838918855707
480000,3191.4665761566544
490000,1266.7789558821737
500000,839.5415399245592
