step,eval_return
10000,120.79036229470792
20000,91.07555167249768
30000,177.31616294566257
40000,201.97206149115522
50000,324.34384830850195
60000,878.2175786141594
70000,228.5582996542812
80000,243.70650985471383
90000,985.1698154345053
100000,1017.5139420161937
110000,179.6566168642069
120000,995.7805111177452
130000,1021.3679166658656
140000,1017.4732538873604
150000,1051.7020343464214
160000,693.4959759426226
170000,1033.4412209628933
180000,111.02625873755895
190000,996.6735468151085
200000,1205.3591463551702
210000,636.217367681362
220000,988.9366550789471
230000,374.4001260164403
240000,405.3909794709993
250000,1811.3738636683763
260000,1910.6454230278698
270000,1083.07714602509
280000,1689.624605614486
290000,2230.6629345893134
300000,846.4033536644534
310000,2633.043907020482
320000,872.0602089406372
330000,794.756311750282
340000,736.0907380761353
350000,1438.177392438346
360000,1369.374377633295
370000,3249.5091116710896
380000,2736.817885145106
390000,3226.611074242748
400000,3312.8474405014254
410000,1706.0077636232832
420000,905.0491019857706
430000,3370.839223336951
440000,3183.606939169497
450000,309.1649192980304
460000,3375.039244062268
470000,3138.4912391969824
480000,3211.323252291296
490000,3118.3925577665095
500000,2441.9360179587866
