step,eval_return
10000,-9.215686845671415
20000,879.5925331262054
30000,-9.65376741362385
40000,-10.397598480507586
50000,198.66129587159585
60000,201.74977009008916
70000,204.86818920230598
80000,77.24820582334941
90000,118.93989760117988
100000,293.6057658328558
110000,281.7390123609681
120000,143.66541243460424
130000,481.01573635858205
140000,176.0627952988485
150000,496.19253121664804
160000,633.4113844584335
170000,914.3954793947644
180000,1593.4511778721699
190000,1190.436634881577
200000,1113.7721090005955
210000,1052.8332076963302
220000,2339.17583590751
230000,138.9300100300721
240000,1110.6462449354688
250000,121.45956631461645
260000,1166.2925957347845
270000,1504.5066586013916
280000,1325.5076260107558
290000,1184.1841457246933
300000,1357.449213211367
310000,1987.3507266253941
320000,2309.9854758257507
330000,2035.2715928588448
340000,3043.5097525366737
350000,1359.599216651022
360000,2942.2602888596675
370000,1369.892257541006
380000,2793.8405701894326
390000,2946.8052078235514
400000,3183.063258889828
410000,1005.9964577930426
420000,534.5708334160119
430000,3889.577263820834
440000,4732.732521998492
450000,3585.9890220769557
460000,4135.9453257897185
470000,4442.927829383099
480000,3765.4999048768286
490000,1480.5117512739407
500000,3310.4647741066497
