step,eval_return
10000,164.2378779954561
20000,117.68594107635377
30000,176.6453528747509
40000,195.25753885793983
50000,1010.6341624261886
60000,1002.896131062748
70000,400.1912473167623
80000,1013.6247293778654
90000,1049.576701221212
100000,1028.3444281364164
110000,805.1358059603613
120000,767.6210313827994
130000,1060.1274784487418
140000,223.2091875157345
150000,260.5396497546033
160000,274.4788510444869
170000,281.8444973555078
180000,289.24537674904343
190000,302.79300953009636
200000,297.9970666647532
210000,306.3401524206676
220000,296.0816106296383
230000,307.1946292772717
240000,317.8219053279634
250000,320.92110907939605
260000,318.13785773052575
270000,322.74520747695544
280000,332.4738708468011
290000,337.4387430424561
300000,333.65380280520844
310000,323.2413547293688
320000,337.6859706110877
330000,339.6839971433575
340000,356.30589339267726
350000,345.18379772620176
360000,356.0247097984417
370000,349.4524165438605
380000,340.78654969415584
390000,363.1481535045773
400000,370.7965825581058
410000,383.82703603301286
420000,365.07872467116124
430000,408.6492037418486
440000,401.3368138418899
450000,342.1003238930395
460000,362.65649133106547
470000,399.6928256938785
480000,392.72677883955373
490000,423.41158172948025
500000,445.46188604296776
